대학ID,학년도,모집단위,전형명,전형유형,모집인원,지원자수
3,2026,줄기세포재생공학과,학생부종합(KU자기추천),학생부종합,23,521
3,2026,줄기세포재생공학과,학생부교과(KU지역균형),학생부교과,6,89
3,2026,줄기세포재생공학과,논술(KU논술우수자),논술,14,1051
3,2026,줄기세포재생공학과,학생부종합(기회균형),학생부종합,2,9
3,2026,줄기세포재생공학과,학생부종합(특성화고교졸업자),학생부종합,2,8
3,2026,식량자원과학과,학생부교과(KU지역균형),학생부교과,10,86
3,2026,식량자원과학과,학생부종합(기회균형),학생부종합,5,42
3,2026,식량자원과학과,학생부종합(농어촌학생),학생부종합,4,30
3,2026,수의예과,학생부종합(KU자기추천),학생부종합,18,410
3,2026,수의예과,학생부교과(KU지역균형),학생부교과,6,115
3,2026,수의예과,논술(KU논술우수자),논술,4,597
3,2026,수의예과,학생부종합(기회균형),학생부종합,2,30
3,2026,교육공학과,학생부종합(KU자기추천),학생부종합,10,119
3,2026,영어교육과,학생부종합(KU자기추천),학생부종합,23,236
3,2026,영어교육과,학생부교과(KU지역균형),학생부교과,10,66
3,2026,영어교육과,논술(KU논술우수자),논술,4,179
3,2026,영어교육과,학생부종합(기회균형),학생부종합,3,26
3,2026,체육교육과,실기/실적(KU실기우수자),실기/실적,9,153
3,2026,커뮤니케이션디자인학과,실기/실적(KU실기우수자),실기/실적,27,414
3,2026,KU자유전공학부,학생부종합(KU자기추천),학생부종합,23,524
3,2026,KU자유전공학부,학생부교과(KU지역균형),학생부교과,15,201
3,2026,KU자유전공학부,논술(KU논술우수자),논술,8,336
4,2024,행정학과,학생부교과(지역균형선발),학생부교과,15,120
4,2024,행정학과,학생부종합(학생부종합Ⅰ),학생부종합,19,549
4,2024,행정학과,학생부종합(학생부종합Ⅱ),학생부종합,10,172
4,2024,행정학과,논술(논술전형),논술,11,616
4,2024,행정학과,학생부종합(기회균형Ⅰ),학생부종합,2,16
4,2024,국제관계학과,학생부교과(지역균형선발),학생부교과,13,141
4,2024,국제관계학과,학생부종합(학생부종합Ⅰ),학생부종합,12,186
4,2024,국제관계학과,학생부종합(학생부종합Ⅱ),학생부종합,10,188
4,2024,국제관계학과,논술(논술전형),논술,8,899
4,2024,경제학부,학생부교과(지역균형선발),학생부교과,13,122
4,2024,경제학부,학생부종합(학생부종합Ⅰ),학생부종합,24,539
4,2024,경제학부,논술(논술전형),논술,8,1028
4,2024,사회복지학과,학생부교과(지역균형선발),학생부교과,6,50
4,2024,사회복지학과,학생부종합(학생부종합Ⅰ),학생부종합,20,364
4,2024,사회복지학과,논술(논술전형),논술,8,696
4,2024,세무학과,학생부교과(지역균형선발),학생부교과,6,44
4,2024,세무학과,학생부종합(학생부종합Ⅰ),학생부종합,24,582
4,2024,세무학과,논술(논술전형),논술,4,154
4,2024,세무학과,학생부종합(기회균형Ⅰ),학생부종합,4,33
4,2024,경영학부,학생부교과(지역균형선발),학생부교과,6,127
4,2024,경영학부,학생부종합(학생부종합Ⅰ),학생부종합,21,380
4,2024,경영학부,학생부종합(학생부종합Ⅱ),학생부종합,7,174
4,2024,경영학부,논술(논술전형),논술,3,224
4,2024,경영학부,학생부종합(기회균형Ⅰ),학생부종합,2,16
4,2024,도시행정학과,학생부종합(학생부종합Ⅰ),학생부종합,21,401
4,2024,도시행정학과,논술(논술전형),논술,4,365
4,2024,도시행정학과,학생부종합(기회균형Ⅰ),학생부종합,2,11
4,2024,도시사회학과,학생부교과(지역균형선발),학생부교과,6,108
4,2024,도시사회학과,학생부종합(학생부종합Ⅰ),학생부종합,9,210
4,2024,도시사회학과,학생부종합(학생부종합Ⅱ),학생부종합,3,64
4,2024,도시사회학과,논술(논술전형),논술,6,511
4,2024,도시사회학과,학생부종합(기회균형Ⅰ),학생부종합,4,40
4,2024,도시공학과,학생부교과(지역균형선발),학생부교과,14,159
4,2024,도시공학과,학생부종합(학생부종합Ⅰ),학생부종합,16,153
4,2024,도시공학과,논술(논술전형),논술,11,618
4,2024,도시공학과,학생부종합(기회균형Ⅰ),학생부종합,4,47
4,2024,건축학부(건축학),학생부종합(학생부종합Ⅰ),학생부종합,18,315
4,2024,건축학부(건축학),학생부종합(학생부종합Ⅱ),학생부종합,7,84
4,2024,건축학부(건축공학),학생부교과(지역균형선발),학생부교과,9,134
4,2024,건축학부(건축공학),학생부종합(학생부종합Ⅰ),학생부종합,9,245
4,2024,교통공학과,학생부교과(지역균형선발),학생부교과,8,112
4,2024,교통공학과,학생부종합(학생부종합Ⅰ),학생부종합,19,285
4,2024,교통공학과,학생부종합(학생부종합Ⅱ),학생부종합,5,58
4,2024,교통공학과,논술(논술전형),논술,14,1402
4,2024,조경학과,학생부종합(학생부종합Ⅰ),학생부종합,24,368
4,2024,조경학과,학생부종합(학생부종합Ⅱ),학생부종합,8,169
4,2024,공간정보공학과,학생부교과(지역균형선발),학생부교과,7,103
4,2024,공간정보공학과,학생부종합(학생부종합Ⅰ),학생부종합,14,339
4,2024,공간정보공학과,학생부종합(학생부종합Ⅱ),학생부종합,3,24
4,2024,공간정보공학과,논술(논술전형),논술,9,931
4,2024,환경공학부,학생부교과(지역균형선발),학생부교과,6,93
4,2024,환경공학부,학생부종합(학생부종합Ⅰ),학생부종합,16,436
4,2024,환경공학부,학생부종합(학생부종합Ⅱ),학생부종합,5,89
4,2024,환경공학부,학생부종합(기회균형Ⅰ),학생부종합,2,18
4,2024,토목공학과,학생부종합(학생부종합Ⅰ),학생부종합,7,96
4,2024,토목공학과,학생부종합(학생부종합Ⅱ),학생부종합,5,75
4,2024,토목공학과,논술(논술전형),논술,3,169
4,2024,토목공학과,학생부종합(기회균형Ⅰ),학생부종합,2,11
4,2024,전자전기컴퓨터공학부,학생부종합(학생부종합Ⅰ),학생부종합,12,260
4,2024,전자전기컴퓨터공학부,논술(논술전형),논술,3,151
4,2024,전자전기컴퓨터공학부,학생부종합(기회균형Ⅰ),학생부종합,2,28
4,2024,컴퓨터과학부,학생부교과(지역균형선발),학생부교과,14,229
4,2024,컴퓨터과학부,학생부종합(학생부종합Ⅰ),학생부종합,6,69
4,2024,컴퓨터과학부,학생부종합(학생부종합Ⅱ),학생부종합,7,118
4,2024,인공지능학과,학생부교과(지역균형선발),학생부교과,6,88
4,2024,인공지능학과,학생부종합(학생부종합Ⅰ),학생부종합,11,342
4,2024,인공지능학과,논술(논술전형),논술,12,836
4,2024,인공지능학과,학생부종합(기회균형Ⅰ),학생부종합,1,20
4,2024,화학공학과,학생부교과(지역균형선발),학생부교과,8,108
4,2024,화학공학과,학생부종합(학생부종합Ⅰ),학생부종합,10,246
4,2024,화학공학과,학생부종합(학생부종합Ⅱ),학생부종합,7,108
4,2024,화학공학과,논술(논술전형),논술,13,1192
4,2024,기계정보공학과,학생부종합(학생부종합Ⅰ),학생부종합,9,146
4,2024,기계정보공학과,학생부종합(학생부종합Ⅱ),학생부종합,3,46
4,2024,기계정보공학과,학생부종합(기회균형Ⅰ),학생부종합,1,10
4,2024,신소재공학과,학생부교과(지역균형선발),학생부교과,8,81
4,2024,신소재공학과,학생부종합(학생부종합Ⅰ),학생부종합,21,554
4,2024,신소재공학과,학생부종합(학생부종합Ⅱ),학생부종합,7,76
4,2024,신소재공학과,논술(논술전형),논술,5,368
4,2024,신소재공학과,학생부종합(기회균형Ⅰ),학생부종합,3,19
4,2024,수학과,학생부교과(지역균형선발),학생부교과,11,165
4,2024,수학과,학생부종합(학생부종합Ⅰ),학생부종합,13,182
4,2024,통계학과,학생부교과(지역균형선발),학생부교과,15,128
4,2024,통계학과,학생부종합(학생부종합Ⅰ),학생부종합,8,132
4,2024,물리학과,학생부교과(지역균형선발),학생부교과,11,163
4,2024,물리학과,학생부종합(학생부종합Ⅰ),학생부종합,16,251
4,2024,생명과학과,학생부교과(지역균형선발),학생부교과,12,118
4,2024,생명과학과,학생부종합(학생부종합Ⅰ),학생부종합,18,381
4,2024,생명과학과,논술(논술전형),논술,13,971
4,2024,환경원예학과,학생부교과(지역균형선발),학생부교과,6,87
4,2024,환경원예학과,학생부종합(학생부종합Ⅰ),학생부종합,17,498
4,2024,환경원예학과,논술(논술전형),논술,7,775
4,2024,환경원예학과,학생부종합(기회균형Ⅰ),학생부종합,2,16
4,2024,융합응용화학과,학생부교과(지역균형선발),학생부교과,15,79
4,2024,융합응용화학과,학생부종합(학생부종합Ⅰ),학생부종합,11,186
4,2024,융합응용화학과,학생부종합(학생부종합Ⅱ),학생부종합,4,33
4,2024,융합응용화학과,논술(논술전형),논술,5,341
4,2024,영어영문학과,학생부교과(지역균형선발),학생부교과,12,173
4,2024,영어영문학과,학생부종합(학생부종합Ⅰ),학생부종합,14,134
4,2024,국어국문학과,학생부종합(학생부종합Ⅰ),학생부종합,11,128
4,2024,국어국문학과,학생부종합(기회균형Ⅰ),학생부종합,1,8
4,2024,국사학과,학생부교과(지역균형선발),학생부교과,11,104
4,2024,국사학과,학생부종합(학생부종합Ⅰ),학생부종합,19,294
4,2024,국사학과,학생부종합(학생부종합Ⅱ),학생부종합,4,42
4,2024,국사학과,논술(논술전형),논술,11,902
4,2024,철학과,학생부교과(지역균형선발),학생부교과,13,88
4,2024,철학과,학생부종합(학생부종합Ⅰ),학생부종합,7,102
4,2024,철학과,학생부종합(학생부종합Ⅱ),학생부종합,9,124
4,2024,철학과,논술(논술전형),논술,13,753
4,2024,철학과,학생부종합(기회균형Ⅰ),학생부종합,1,5
4,2024,음악학과,실기/실적(실기전형),실기/실적,15,196
4,2024,산업디자인전공,실기/실적(실기전형),실기/실적,22,381
4,2024,스포츠과학과,실기/실적(실기전형),실기/실적,26,258
4,2025,행정학과,학생부교과(지역균형선발),학생부교과,15,94
4,2025,행정학과,학생부종합(학생부종합Ⅰ),학생부종합,19,464
4,2025,행정학과,학생부종합(학생부종합Ⅱ),학생부종합,10,213
4,2025,행정학과,논술(논술전형),논술,11,607
4,2025,행정학과,학생부종합(기회균형Ⅰ),학생부종합,2,13
4,2025,국제관계학과,학생부교과(지역균형선발),학생부교과,15,166
4,2025,국제관계학과,학생부종합(학생부종합Ⅰ),학생부종합,12,208
4,2025,국제관계학과,학생부종합(학생부종합Ⅱ),학생부종합,10,150
4,2025,국제관계학과,논술(논술전형),논술,6,450
4,2025,경제학부,학생부교과(지역균형선발),학생부교과,13,100
4,2025,경제학부,학생부종합(학생부종합Ⅰ),학생부종합,23,487
4,2025,경제학부,논술(논술전형),논술,9,1053
4,2025,사회복지학과,학생부교과(지역균형선발),학생부교과,6,35
4,2025,사회복지학과,학생부종합(학생부종합Ⅰ),학생부종합,16,407
4,2025,사회복지학과,논술(논술전형),논술,8,968
4,2025,세무학과,학생부교과(지역균형선발),학생부교과,6,35
4,2025,세무학과,학생부종합(학생부종합Ⅰ),학생부종합,24,468
4,2025,세무학과,논술(논술전형),논술,4,158
4,2025,세무학과,학생부종합(기회균형Ⅰ),학생부종합,3,33
4,2025,경영학부,학생부교과(지역균형선발),학생부교과,6,99
4,2025,경영학부,학생부종합(학생부종합Ⅰ),학생부종합,21,410
4,2025,경영학부,학생부종합(학생부종합Ⅱ),학생부종합,7,157
4,2025,경영학부,논술(논술전형),논술,4,288
4,2025,경영학부,학생부종합(기회균형Ⅰ),학생부종합,2,19
4,2025,도시행정학과,학생부종합(학생부종합Ⅰ),학생부종합,22,392
4,2025,도시행정학과,학생부종합(학생부종합Ⅱ),학생부종합,6,84
4,2025,도시행정학과,논술(논술전형),논술,4,482
4,2025,도시행정학과,학생부종합(기회균형Ⅰ),학생부종합,3,13
4,2025,도시사회학과,학생부교과(지역균형선발),학생부교과,6,97
4,2025,도시사회학과,학생부종합(학생부종합Ⅰ),학생부종합,9,199
4,2025,도시사회학과,학생부종합(학생부종합Ⅱ),학생부종합,3,63
4,2025,도시사회학과,논술(논술전형),논술,6,615
4,2025,도시사회학과,학생부종합(기회균형Ⅰ),학생부종합,4,32
4,2025,도시공학과,학생부교과(지역균형선발),학생부교과,14,116
4,2025,도시공학과,학생부종합(학생부종합Ⅰ),학생부종합,16,140
4,2025,도시공학과,논술(논술전형),논술,10,629
4,2025,도시공학과,학생부종합(기회균형Ⅰ),학생부종합,3,37
4,2025,건축학부(건축학),학생부종합(학생부종합Ⅰ),학생부종합,22,303
4,2025,건축학부(건축학),학생부종합(학생부종합Ⅱ),학생부종합,7,66
4,2025,건축학부(건축공학),학생부교과(지역균형선발),학생부교과,9,100
4,2025,건축학부(건축공학),학생부종합(학생부종합Ⅰ),학생부종합,9,219
4,2025,교통공학과,학생부교과(지역균형선발),학생부교과,8,95
4,2025,교통공학과,학생부종합(학생부종합Ⅰ),학생부종합,19,306
4,2025,교통공학과,학생부종합(학생부종합Ⅱ),학생부종합,5,43
4,2025,교통공학과,논술(논술전형),논술,13,980
4,2025,조경학과,학생부종합(학생부종합Ⅰ),학생부종합,24,374
4,2025,조경학과,학생부종합(학생부종합Ⅱ),학생부종합,8,108
4,2025,공간정보공학과,학생부교과(지역균형선발),학생부교과,7,75
4,2025,공간정보공학과,학생부종합(학생부종합Ⅰ),학생부종합,14,251
4,2025,공간정보공학과,학생부종합(학생부종합Ⅱ),학생부종합,3,20
4,2025,공간정보공학과,논술(논술전형),논술,9,895
4,2025,환경공학부,학생부교과(지역균형선발),학생부교과,6,84
4,2025,환경공학부,학생부종합(학생부종합Ⅰ),학생부종합,16,318
4,2025,환경공학부,학생부종합(학생부종합Ⅱ),학생부종합,5,63
4,2025,환경공학부,학생부종합(기회균형Ⅰ),학생부종합,2,18
4,2025,토목공학과,학생부종합(학생부종합Ⅰ),학생부종합,7,92
4,2025,토목공학과,학생부종합(학생부종합Ⅱ),학생부종합,5,56
4,2025,토목공학과,논술(논술전형),논술,3,139
4,2025,토목공학과,학생부종합(기회균형Ⅰ),학생부종합,2,13
4,2025,전자전기컴퓨터공학부,학생부종합(학생부종합Ⅰ),학생부종합,12,240
4,2025,전자전기컴퓨터공학부,논술(논술전형),논술,3,180
4,2025,전자전기컴퓨터공학부,학생부종합(기회균형Ⅰ),학생부종합,2,28
4,2025,컴퓨터과학부,학생부교과(지역균형선발),학생부교과,11,239
4,2025,컴퓨터과학부,학생부종합(학생부종합Ⅰ),학생부종합,6,65
4,2025,컴퓨터과학부,학생부종합(학생부종합Ⅱ),학생부종합,7,113
4,2025,인공지능학과,학생부교과(지역균형선발),학생부교과,6,79
4,2025,인공지능학과,학생부종합(학생부종합Ⅰ),학생부종합,10,427
4,2025,인공지능학과,논술(논술전형),논술,13,747
4,2025,인공지능학과,학생부종합(기회균형Ⅰ),학생부종합,1,15
4,2025,화학공학과,학생부교과(지역균형선발),학생부교과,10,141
4,2025,화학공학과,학생부종합(학생부종합Ⅰ),학생부종합,10,230
4,2025,화학공학과,학생부종합(학생부종합Ⅱ),학생부종합,6,132
4,2025,화학공학과,논술(논술전형),논술,13,968
4,2025,기계정보공학과,학생부종합(학생부종합Ⅰ),학생부종합,7,97
4,2025,기계정보공학과,학생부종합(학생부종합Ⅱ),학생부종합,4,56
4,2025,기계정보공학과,학생부종합(기회균형Ⅰ),학생부종합,1,11
4,2025,신소재공학과,학생부교과(지역균형선발),학생부교과,8,73
4,2025,신소재공학과,학생부종합(학생부종합Ⅰ),학생부종합,23,463
4,2025,신소재공학과,학생부종합(학생부종합Ⅱ),학생부종합,7,75
4,2025,신소재공학과,논술(논술전형),논술,4,255
4,2025,신소재공학과,학생부종합(기회균형Ⅰ),학생부종합,2,17
4,2025,수학과,학생부교과(지역균형선발),학생부교과,10,113
4,2025,수학과,학생부종합(학생부종합Ⅰ),학생부종합,10,120
4,2025,통계학과,학생부교과(지역균형선발),학생부교과,15,80
4,2025,통계학과,학생부종합(학생부종합Ⅰ),학생부종합,9,138
4,2025,물리학과,학생부교과(지역균형선발),학생부교과,10,126
4,2025,물리학과,학생부종합(학생부종합Ⅰ),학생부종합,16,321
4,2025,물리학과,논술(논술전형),논술,10,745
4,2025,생명과학과,학생부교과(지역균형선발),학생부교과,11,72
4,2025,생명과학과,학생부종합(학생부종합Ⅰ),학생부종합,18,433
4,2025,생명과학과,논술(논술전형),논술,13,932
4,2025,환경원예학과,학생부교과(지역균형선발),학생부교과,6,81
4,2025,환경원예학과,학생부종합(학생부종합Ⅰ),학생부종합,17,548
4,2025,환경원예학과,논술(논술전형),논술,7,496
4,2025,환경원예학과,학생부종합(기회균형Ⅰ),학생부종합,1,9
4,2025,융합응용화학과,학생부교과(지역균형선발),학생부교과,15,99
4,2025,융합응용화학과,학생부종합(학생부종합Ⅰ),학생부종합,11,184
4,2025,융합응용화학과,학생부종합(학생부종합Ⅱ),학생부종합,4,37
4,2025,융합응용화학과,논술(논술전형),논술,6,477
4,2025,영어영문학과,학생부교과(지역균형선발),학생부교과,11,108
4,2025,영어영문학과,학생부종합(학생부종합Ⅰ),학생부종합,16,118
4,2025,국어국문학과,학생부교과(지역균형선발),학생부교과,11,123
4,2025,국어국문학과,학생부종합(학생부종합Ⅰ),학생부종합,11,115
4,2025,국어국문학과,학생부종합(기회균형Ⅰ),학생부종합,2,14
4,2025,국사학과,학생부교과(지역균형선발),학생부교과,11,134
4,2025,국사학과,학생부종합(학생부종합Ⅰ),학생부종합,19,333
4,2025,국사학과,학생부종합(학생부종합Ⅱ),학생부종합,5,53
4,2025,국사학과,논술(논술전형),논술,12,723
4,2025,철학과,학생부교과(지역균형선발),학생부교과,13,78
4,2025,철학과,학생부종합(학생부종합Ⅰ),학생부종합,7,100
4,2025,철학과,학생부종합(학생부종합Ⅱ),학생부종합,9,117
4,2025,철학과,논술(논술전형),논술,13,458
4,2025,철학과,학생부종합(기회균형Ⅰ),학생부종합,1,4
4,2025,음악학과,실기/실적(실기전형),실기/실적,15,191
4,2025,산업디자인전공,실기/실적(실기전형),실기/실적,22,393
4,2025,스포츠과학과,실기/실적(실기전형),실기/실적,26,240
4,2025,자유전공학부,학생부교과(지역균형선발),학생부교과,12,107
4,2025,자유전공학부,학생부종합(학생부종합Ⅰ),학생부종합,19,203
4,2025,자유전공학부,학생부종합(기회균형Ⅰ),학생부종합,1,8
4,2026,행정학과,학생부교과(지역균형선발),학생부교과,12,86
4,2026,행정학과,학생부종합(학생부종합Ⅰ),학생부종합,19,508
4,2026,행정학과,학생부종합(학생부종합Ⅱ),학생부종합,10,156
4,2026,행정학과,논술(논술전형),논술,11,529
4,2026,행정학과,학생부종합(기회균형Ⅰ),학생부종합,2,14
4,2026,국제관계학과,학생부교과(지역균형선발),학생부교과,16,142
4,2026,국제관계학과,학생부종합(학생부종합Ⅰ),학생부종합,12,165
4,2026,국제관계학과,학생부종합(학생부종합Ⅱ),학생부종합,9,95
4,2026,국제관계학과,논술(논술전형),논술,6,435
4,2026,경제학부,학생부종합(학생부종합Ⅰ),학생부종합,27,528
4,2026,경제학부,논술(논술전형),논술,10,762
4,2026,사회복지학과,학생부교과(지역균형선발),학생부교과,6,31
4,2026,사회복지학과,학생부종합(학생부종합Ⅰ),학생부종합,16,253
4,2026,사회복지학과,논술(논술전형),논술,8,596
4,2026,세무학과,학생부교과(지역균형선발),학생부교과,6,32
4,2026,세무학과,학생부종합(학생부종합Ⅰ),학생부종합,24,439
4,2026,세무학과,학생부종합(기회균형Ⅰ),학생부종합,3,21
4,2026,경영학부,학생부교과(지역균형선발),학생부교과,7,127
4,2026,경영학부,학생부종합(학생부종합Ⅰ),학생부종합,17,200
4,2026,경영학부,학생부종합(학생부종합Ⅱ),학생부종합,8,155
4,2026,경영학부,논술(논술전형),논술,4,267
4,2026,도시행정학과,학생부종합(학생부종합Ⅰ),학생부종합,22,388
4,2026,도시행정학과,학생부종합(학생부종합Ⅱ),학생부종합,6,71
4,2026,도시행정학과,논술(논술전형),논술,3,251
4,2026,도시행정학과,학생부종합(기회균형Ⅰ),학생부종합,4,18
4,2026,도시사회학과,학생부교과(지역균형선발),학생부교과,6,87
4,2026,도시사회학과,학생부종합(학생부종합Ⅰ),학생부종합,9,204
4,2026,도시사회학과,학생부종합(학생부종합Ⅱ),학생부종합,3,53
4,2026,도시사회학과,논술(논술전형),논술,7,589
4,2026,도시사회학과,학생부종합(기회균형Ⅰ),학생부종합,4,28
4,2026,도시공학과,학생부교과(지역균형선발),학생부교과,14,157
4,2026,도시공학과,학생부종합(학생부종합Ⅰ),학생부종합,16,154
4,2026,도시공학과,논술(논술전형),논술,11,538
4,2026,도시공학과,학생부종합(기회균형Ⅰ),학생부종합,3,35
4,2026,건축학부(건축학),학생부종합(학생부종합Ⅰ),학생부종합,22,303
4,2026,건축학부(건축학),학생부종합(학생부종합Ⅱ),학생부종합,7,63
4,2026,건축학부(건축공학),학생부교과(지역균형선발),학생부교과,9,90
4,2026,건축학부(건축공학),학생부종합(학생부종합Ⅰ),학생부종합,9,173
4,2026,교통공학과,학생부교과(지역균형선발),학생부교과,10,120
4,2026,교통공학과,학생부종합(학생부종합Ⅰ),학생부종합,20,259
4,2026,교통공학과,학생부종합(학생부종합Ⅱ),학생부종합,6,55
4,2026,교통공학과,논술(논술전형),논술,16,1412
4,2026,조경학과,학생부종합(학생부종합Ⅰ),학생부종합,24,367
4,2026,조경학과,학생부종합(학생부종합Ⅱ),학생부종합,8,102
4,2026,공간정보공학과,학생부교과(지역균형선발),학생부교과,7,78
4,2026,공간정보공학과,학생부종합(학생부종합Ⅰ),학생부종합,14,279
4,2026,공간정보공학과,학생부종합(학생부종합Ⅱ),학생부종합,4,29
4,2026,공간정보공학과,논술(논술전형),논술,9,634
4,2026,환경공학부,학생부교과(지역균형선발),학생부교과,7,79
4,2026,환경공학부,학생부종합(학생부종합Ⅰ),학생부종합,16,360
4,2026,환경공학부,학생부종합(학생부종합Ⅱ),학생부종합,5,68
4,2026,환경공학부,학생부종합(기회균형Ⅰ),학생부종합,2,17
4,2026,토목공학과,학생부종합(학생부종합Ⅰ),학생부종합,7,77
4,2026,토목공학과,학생부종합(학생부종합Ⅱ),학생부종합,5,64
4,2026,토목공학과,논술(논술전형),논술,4,172
4,2026,토목공학과,학생부종합(기회균형Ⅰ),학생부종합,2,9
4,2026,전자전기컴퓨터공학부,학생부종합(학생부종합Ⅰ),학생부종합,12,219
4,2026,전자전기컴퓨터공학부,논술(논술전형),논술,3,131
4,2026,전자전기컴퓨터공학부,학생부종합(기회균형Ⅰ),학생부종합,2,23
4,2026,컴퓨터과학부,학생부교과(지역균형선발),학생부교과,9,178
4,2026,컴퓨터과학부,학생부종합(학생부종합Ⅰ),학생부종합,5,56
4,2026,컴퓨터과학부,학생부종합(학생부종합Ⅱ),학생부종합,7,120
4,2026,인공지능학과,학생부교과(지역균형선발),학생부교과,6,63
4,2026,인공지능학과,학생부종합(학생부종합Ⅰ),학생부종합,10,338
4,2026,인공지능학과,논술(논술전형),논술,13,683
4,2026,인공지능학과,학생부종합(기회균형Ⅰ),학생부종합,2,32
4,2026,화학공학과,학생부교과(지역균형선발),학생부교과,10,156
4,2026,화학공학과,학생부종합(학생부종합Ⅰ),학생부종합,11,187
4,2026,화학공학과,학생부종합(학생부종합Ⅱ),학생부종합,6,86
4,2026,화학공학과,논술(논술전형),논술,10,585
4,2026,기계정보공학과,학생부종합(학생부종합Ⅰ),학생부종합,7,101
4,2026,기계정보공학과,학생부종합(학생부종합Ⅱ),학생부종합,4,47
4,2026,기계정보공학과,학생부종합(기회균형Ⅰ),학생부종합,1,9
4,2026,신소재공학과,학생부교과(지역균형선발),학생부교과,8,72
4,2026,신소재공학과,학생부종합(학생부종합Ⅰ),학생부종합,21,351
4,2026,신소재공학과,학생부종합(학생부종합Ⅱ),학생부종합,7,92
4,2026,신소재공학과,논술(논술전형),논술,5,342
4,2026,신소재공학과,학생부종합(기회균형Ⅰ),학생부종합,1,8
4,2026,수학과,학생부교과(지역균형선발),학생부교과,10,117
4,2026,수학과,학생부종합(학생부종합Ⅰ),학생부종합,10,105
4,2026,통계학과,학생부종합(학생부종합Ⅰ),학생부종합,7,95
4,2026,물리학과,학생부교과(지역균형선발),학생부교과,10,120
4,2026,물리학과,학생부종합(학생부종합Ⅰ),학생부종합,16,214
4,2026,물리학과,논술(논술전형),논술,10,697
4,2026,생명과학과,학생부교과(지역균형선발),학생부교과,12,101
4,2026,생명과학과,학생부종합(학생부종합Ⅰ),학생부종합,18,388
4,2026,생명과학과,논술(논술전형),논술,13,748
4,2026,환경원예학과,학생부교과(지역균형선발),학생부교과,6,49
4,2026,환경원예학과,학생부종합(학생부종합Ⅰ),학생부종합,18,406
4,2026,환경원예학과,논술(논술전형),논술,6,446
4,2026,환경원예학과,학생부종합(기회균형Ⅰ),학생부종합,1,9
4,2026,융합응용화학과,학생부교과(지역균형선발),학생부교과,13,71
4,2026,융합응용화학과,학생부종합(학생부종합Ⅰ),학생부종합,11,171
4,2026,융합응용화학과,학생부종합(학생부종합Ⅱ),학생부종합,4,36
4,2026,융합응용화학과,논술(논술전형),논술,7,479
4,2026,영어영문학과,학생부교과(지역균형선발),학생부교과,10,118
4,2026,영어영문학과,학생부종합(학생부종합Ⅰ),학생부종합,18,164
4,2026,국어국문학과,학생부교과(지역균형선발),학생부교과,11,135
4,2026,국어국문학과,학생부종합(학생부종합Ⅰ),학생부종합,11,92
4,2026,국어국문학과,학생부종합(기회균형Ⅰ),학생부종합,3,22
4,2026,국사학과,학생부교과(지역균형선발),학생부교과,11,104
4,2026,국사학과,학생부종합(학생부종합Ⅰ),학생부종합,19,280
4,2026,국사학과,학생부종합(학생부종합Ⅱ),학생부종합,5,56
4,2026,국사학과,논술(논술전형),논술,10,779
4,2026,철학과,학생부교과(지역균형선발),학생부교과,16,114
4,2026,철학과,학생부종합(학생부종합Ⅰ),학생부종합,7,88
4,2026,철학과,학생부종합(학생부종합Ⅱ),학생부종합,9,109
4,2026,철학과,논술(논술전형),논술,13,541
4,2026,음악학과,실기/실적(실기전형),실기/실적,15,191
4,2026,산업디자인전공,실기/실적(실기전형),실기/실적,22,307
4,2026,스포츠과학과,실기/실적(실기전형),실기/실적,26,203
4,2026,자유전공학부,학생부교과(지역균형선발),학생부교과,14,113
4,2026,자유전공학부,학생부종합(학생부종합Ⅰ),학생부종합,15,149
4,2026,자유전공학부,학생부종합(기회균형Ⅰ),학생부종합,1,6
5,2024,국어국문학과,학생부교과(학생부교과),학생부교과,24,180
5,2024,국어국문학과,학생부교과(지역인재),학생부교과,12,36
5,2024,국어국문학과,학생부종합(학생부종합),학생부종합,5,35
5,2024,국어국문학과,학생부종합(지역인재),학생부종합,8,21
5,2024,국어국문학과,논술(논술전형),논술,14,121
5,2024,영어영문학과,학생부교과(학생부교과),학생부교과,18,155
5,2024,영어영문학과,학생부교과(지역인재),학생부교과,3,9
5,2024,영어영문학과,학생부종합(학생부종합),학생부종합,14,80
5,2024,영어영문학과,학생부종합(지역인재),학생부종합,13,52
5,2024,영어영문학과,학생부종합(저소득층학생),학생부종합,3,14
5,2024,중어중문학과,학생부교과(학생부교과),학생부교과,6,23
5,2024,중어중문학과,학생부교과(지역인재),학생부교과,11,43
5,2024,중어중문학과,학생부종합(학생부종합),학생부종합,16,173
5,2024,중어중문학과,학생부종합(지역인재),학생부종합,14,75
5,2024,사학과,학생부종합(학생부종합),학생부종합,19,161
5,2024,사학과,학생부종합(지역인재),학생부종합,3,6
5,2024,철학과,학생부교과(학생부교과),학생부교과,18,92
5,2024,철학과,학생부교과(지역인재),학생부교과,7,21
5,2024,철학과,학생부종합(학생부종합),학생부종합,9,102
5,2024,철학과,학생부종합(지역인재),학생부종합,6,13
5,2024,철학과,학생부종합(저소득층학생),학생부종합,4,20
5,2024,행정학과,학생부교과(학생부교과),학생부교과,19,126
5,2024,행정학과,학생부교과(지역인재),학생부교과,7,23
5,2024,행정학과,학생부종합(지역인재),학생부종합,11,90
5,2024,행정학과,논술(논술전형),논술,9,95
